CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD_ID,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
ID9307,0,0,No,53,335,4,1,1K,50,50-59,Male,1,2011,12,11 to 20,8000,300K+,1,8307,1,3000,Small Business,Jacksonville FL,Florida,ID11,no,1,N
ID9308,0,0,No,30,125,4,1,25K,27,20-29,Female,2,2005,18,11 to 20,6000,300K+,1,8308,1,7500,Small Business,Key West FL,Florida,ID17,no,1,N
ID9309,0,0,No,53,335,4,1,25K,48,40-49,Female,0,2010,8,1 to 10,9000,300K+,0,8309,1,9000,Small Business,Jacksonville FL,Florida,ID11,no,1,N
ID9310,0,11,No,97,530,3,1,25K,62,60-69,Female,1,2010,19,11 to 20,3000,300K+,0,8310,1,9000,Small Business,Pensacola FL,Florida,ID20,yes,1,N
ID9311,16,5,No,52,335,4,1,25K,49,40-49,Female,1,2003,14,11 to 20,7000,300K+,1,8311,1,11500,Small Business,Jacksonville FL,Florida,ID11,no,1,N
ID9312,21,32,No,84,530,3,0,1K,52,50-59,Female,2,2005,5,1 to 10,8000,300K+,1,8312,1,300,Small Business,Miami FL,Florida,ID12,yes,1,N
ID9313,15,10,No,64,402,2,1,1K,36,30-39,Female,2,2007,4,1 to 10,15000,300K+,1,8313,1,5000,Small Business,Tallahassee FL,Florida,ID17,yes,1,N
ID9314,0,0,No,29,125,3,1,5K,64,60-69,Male,1,2010,13,11 to 20,6000,300K+,0,8314,1,3000,Small Business,Miami FL,Florida,ID14,no,1,N
ID9315,0,0,No,51,335,2,1,1K,39,30-39,Female,1,2008,6,1 to 10,8000,300K+,4,8315,4,6500,Small Business,Jacksonville FL,Florida,ID11,no,1,N
ID9316,0,0,No,57,335,3,1,1K,29,20-29,Female,1,2007,0,0,8000,300K+,2,8316,2,12000,Small Business,Miami FL,Florida,ID8,no,1,N
ID9317,0,0,No,60,402,4,0,1K,48,40-49,Female,1,2008,17,11 to 20,10000,300K+,0,8317,1,1500,Small Business,Miami FL,Florida,ID7,no,1,N
ID9318,0,0,No,46,294,3,1,1K,27,20-29,Male,1,2011,28,21 to 30,4000,150K - 300K,0,8318,1,5500,Small Business,Gainesville FL,Florida,ID11,no,1,N
ID9319,118,111,No,27,125,4,1,25K,47,40-49,Female,1,2008,8,1 to 10,3000,150K - 300K,0,8319,1,1500,Small Business,Miami FL,Florida,ID17,yes,1,N
ID9320,0,0,No,54,335,3,1,1K,52,50-59,Male,1,2003,13,11 to 20,6000,150K - 300K,0,8320,1,8000,Small Business,Miami FL,Florida,ID8,no,1,N
ID9321,0,0,No,29,125,2,0,1K,17,0-19,Male,2,2011,36,31 to 40,3000,Less than 150K,1,8321,1,9000,Small Business,Miami FL,Florida,ID9,no,1,N
ID9322,18,21,No,57,335,2,0,1K,75,70-79,Female,1,2003,21,21 to 30,2000,Less than 150K,0,8322,1,6500,Small Business,Jacksonville FL,Florida,ID18,yes,1,N
ID9323,0,0,No,28,125,3,0,1K,76,70-79,Female,1,2005,25,21 to 30,6000,Less than 150K,0,8323,1,10000,Small Business,Key West FL,Florida,ID9,no,1,N
ID9324,0,0,No,51,294,3,0,1K,15,0-19,Female,0,2007,9,1 to 10,8000,Less than 150K,1,8324,1,2900,Small Business,Miami FL,Florida,ID13,no,1,N
ID9325,0,6,No,69,402,2,1,1K,48,40-49,Female,1,2008,14,11 to 20,19000,Less than 150K,1,8325,1,13500,Small Business,Miami FL,Florida,ID7,yes,1,N
ID9326,7,9,No,56,294,2,1,1K,16,0-19,Male,1,2011,15,11 to 20,4000,Less than 150K,1,8326,1,12600,Small Business,Miami FL,Florida,ID13,yes,1,N
ID9327,0,0,No,28,125,3,1,1K,55,50-59,Female,1,2004,30,21 to 30,2000,Less than 150K,1,8327,1,1500,Small Business,Key West FL,Florida,ID20,no,1,N
ID9328,0,0,No,50,335,3,0,1K,85,80+,Male,1,2008,17,11 to 20,8000,Less than 150K,0,8328,1,19500,Small Business,Jacksonville FL,Florida,ID11,no,1,N
ID9329,0,0,No,63,402,3,0,1K,16,0-19,Female,1,2007,6,1 to 10,5000,Less than 150K,4,8329,4,10500,Small Business,Miami FL,Florida,ID7,no,1,N
ID9330,101,108,No,101,661,5,0,25K,40,40-49,Male,1,2005,1,1 to 10,13000,300K+,3,8330,3,5500,Corporate,Birmingham AL,Alabama,ID10,yes,1,N
ID9331,0,0,No,108,661,4,1,1K,21,20-29,Female,2,2009,31,31 to 40,5000,300K+,0,8331,1,4500,Corporate,Birmingham AL,Alabama,ID10,no,1,N
ID9332,0,0,No,98,661,5,0,10K,29,20-29,Female,1,2006,10,11 to 20,28000,300K+,1,8332,1,3000,Corporate,Birmingham AL,Alabama,ID10,no,1,N
ID9333,8,6,No,97,661,5,0,1K,40,40-49,Male,1,2012,28,21 to 30,12000,300K+,2,8333,2,3000,Personal,Birmingham AL,Alabama,ID21,yes,1,N
ID9334,15,3,No,92,661,4,0,10K,32,30-39,Female,1,2003,2,1 to 10,8000,300K+,3,8334,3,3000,Personal,Birmingham AL,Alabama,ID10,no,1,N
ID9335,0,0,No,100,661,5,0,1K,31,30-39,Male,0,2004,28,21 to 30,10000,300K+,1,8335,1,2000,Personal,Birmingham AL,Alabama,ID21,no,1,N
ID9336,0,7,No,109,661,3,1,1K,28,20-29,Female,2,2004,39,31 to 40,8000,300K+,3,8336,3,0,Personal,Birmingham AL,Alabama,ID10,yes,1,N
ID9337,43,38,No,96,661,4,1,1K,34,30-39,Female,1,2007,15,11 to 20,1000,300K+,3,8337,3,3500,Personal,Birmingham AL,Alabama,ID21,yes,1,N
ID9338,0,0,No,107,661,4,0,1K,24,20-29,Female,1,2004,30,31 to 40,10000,300K+,0,8338,1,8000,Personal,Birmingham AL,Alabama,ID21,no,1,N
ID9339,0,0,No,104,661,4,0,1K,37,30-39,Female,1,2006,16,11 to 20,18000,300K+,2,8339,2,6000,Personal,Birmingham AL,Alabama,ID10,no,1,N
ID9340,25,23,No,100,661,5,0,10K,58,50-59,Female,1,2009,23,21 to 30,4000,300K+,0,8340,1,3000,Personal,Birmingham AL,Alabama,ID10,yes,1,N
ID9341,0,0,No,97,661,4,1,1K,23,20-29,Male,1,2006,18,11 to 20,1000,300K+,0,8341,1,1500,Personal,Birmingham AL,Alabama,ID10,no,1,N
ID9342,0,0,No,106,661,3,1,1K,49,40-49,Female,1,2010,6,1 to 10,7000,300K+,0,8342,1,6000,Personal,Birmingham AL,Alabama,ID10,no,1,N
ID9343,,,Yes,,661,4,0,1K,23,20-29,Female,2,2005,25,21 to 30,6000,300K+,1,8343,1,12000,Personal,Birmingham AL,Alabama,ID10,no,1,N
ID9344,0,0,No,103,661,3,0,1K,69,60-69,Female,1,2003,29,21 to 30,8000,Less than 150K,0,8344,1,10000,Personal,Birmingham AL,Alabama,ID21,no,1,N
ID9345,48,36,No,94,661,2,1,10K,73,70-79,Male,1,2003,34,31 to 40,8000,Less than 150K,0,8345,1,20500,Personal,Birmingham AL,Alabama,ID21,yes,1,N
ID9346,0,1,No,100,661,4,1,1K,80,80+,Female,1,2010,23,21 to 30,9000,300K+,1,8346,1,6000,Small Business,Birmingham AL,Alabama,ID21,no,1,N
ID9347,0,0,No,97,661,2,0,1K,18,0-19,Female,1,2003,19,11 to 20,1000,Less than 150K,0,8347,1,6000,Small Business,Birmingham AL,Alabama,ID10,no,1,N
ID9348,933,920,No,133,783,4,1,5K,55,50-59,Female,1,2009,4,1 to 10,5000,300K+,0,8348,1,3000,Personal,Chicago IL,Illinois,ID19,yes,1,N
ID9349,0,0,No,125,783,5,0,1K,33,30-39,Female,1,2011,4,1 to 10,10000,300K+,1,8349,1,9500,Personal,Chicago IL,Illinois,ID16,no,1,N
ID9350,0,21,No,147,783,4,1,1K,33,30-39,Male,1,2005,11,11 to 20,35000,300K+,2,8350,2,3000,Personal,Chicago IL,Illinois,ID19,yes,1,N
ID9351,,,Yes,,783,2,0,1K,17,0-19,Female,2,2004,14,11 to 20,5000,300K+,2,8351,2,6000,Personal,Chicago IL,Illinois,ID16,no,1,N
ID9352,6,1,No,117,783,3,0,10K,69,60-69,Male,2,2009,33,31 to 40,1000,150K - 300K,1,8352,1,9000,Personal,Chicago IL,Illinois,ID10,no,1,N
ID9353,0,0,No,132,783,3,0,1K,73,70-79,Female,2,2003,20,11 to 20,2000,Less than 150K,0,8353,1,12000,Personal,Chicago IL,Illinois,ID10,no,1,N
ID9354,0,0,No,132,783,4,1,25K,66,60-69,Male,1,2005,20,11 to 20,4000,Less than 150K,0,8354,1,1500,Personal,Chicago IL,Illinois,ID16,no,1,N
ID9355,16,18,No,132,783,3,0,25K,55,50-59,Female,2,2004,27,21 to 30,6000,Less than 150K,0,8355,1,4000,Personal,Chicago IL,Illinois,ID10,yes,1,N
ID9356,0,0,No,125,783,3,1,25K,47,40-49,Female,2,2006,26,21 to 30,13000,Less than 150K,2,8356,2,5000,Personal,Chicago IL,Illinois,ID10,no,1,N
ID9357,,,Yes,,783,3,0,1K,25,20-29,Female,2,2005,7,1 to 10,4000,Less than 150K,1,8357,1,2000,Personal,Chicago IL,Illinois,ID19,no,1,N
ID9358,0,0,No,101,773,4,0,1K,33,30-39,Female,1,2009,8,1 to 10,10000,300K+,3,8358,3,0,Corporate,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9359,34,40,No,92,722,3,1,1K,32,30-39,Female,1,2004,2,1 to 10,8000,300K+,4,8359,4,10500,Corporate,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9360,0,0,No,86,701,4,1,1K,23,20-29,Male,2,2011,24,21 to 30,35000,150K - 300K,2,8360,2,4500,Corporate,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9361,0,0,No,93,773,4,0,1K,18,0-19,Female,1,2003,38,31 to 40,18000,150K - 300K,2,8361,2,3200,Corporate,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9362,0,0,No,91,701,3,0,1K,75,70-79,Female,1,2009,18,11 to 20,6000,Less than 150K,0,8362,1,13500,Corporate,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9363,20,17,No,98,773,5,1,5K,54,50-59,Male,1,2009,10,11 to 20,18000,300K+,2,8363,2,17000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9364,0,0,No,90,674,4,0,1K,40,40-49,Female,2,2003,22,21 to 30,6000,300K+,2,8364,2,12000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9365,0,4,No,103,722,5,1,5K,57,50-59,Male,1,2004,10,1 to 10,9000,300K+,2,8365,2,3000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9366,0,0,No,87,701,4,0,25K,31,30-39,Female,1,2006,6,1 to 10,28000,300K+,1,8366,1,2500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9367,27,19,No,91,701,5,1,5K,39,30-39,Male,1,2008,10,11 to 20,7000,300K+,2,8367,2,15000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9368,0,0,No,97,701,4,1,1K,62,60-69,Female,1,2009,3,1 to 10,2000,300K+,0,8368,1,10500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9369,0,0,No,96,773,4,0,1K,44,40-49,Female,1,2003,1,1 to 10,8000,300K+,2,8369,2,6000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9370,40,29,No,83,674,3,1,1K,28,20-29,Female,2,2007,25,21 to 30,5000,300K+,2,8370,2,0,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9371,0,0,No,96,722,4,0,5K,29,20-29,Female,1,2006,5,1 to 10,8000,300K+,0,8371,1,7000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9372,0,0,No,104,773,3,1,1K,56,50-59,Male,2,2004,38,31 to 40,6000,300K+,0,8372,1,9000,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9373,15,18,No,99,773,4,1,25K,51,50-59,Female,1,2003,9,1 to 10,1000,300K+,2,8373,2,7500,Personal,Dallas/Fort Worth TX,Texas,ID6,yes,1,N
ID9374,0,7,No,91,701,3,1,1K,54,50-59,Female,1,2007,30,31 to 40,4000,300K+,0,8374,1,12000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9375,0,0,No,83,674,4,1,1K,57,50-59,Female,1,2004,21,21 to 30,10000,300K+,3,8375,3,1000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9376,0,0,No,103,773,3,1,1K,34,30-39,Female,2,2004,15,11 to 20,6000,300K+,0,8376,1,6000,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9377,25,35,No,98,701,3,1,1K,17,0-19,Male,2,2003,9,1 to 10,7000,300K+,2,8377,2,7500,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9378,0,0,No,93,722,5,0,25K,46,40-49,Male,1,2007,10,1 to 10,8000,300K+,2,8378,2,9000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9379,23,47,No,92,701,3,1,1K,38,30-39,Female,3,2006,20,11 to 20,11000,300K+,3,8379,3,500,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9380,0,0,No,105,773,3,0,1K,50,50-59,Female,1,2004,1,1 to 10,2000,300K+,0,8380,1,4500,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9381,16,0,No,87,773,4,1,1K,17,0-19,Female,1,2008,21,21 to 30,4000,150K - 300K,3,8381,3,4500,Personal,Dallas/Fort Worth TX,Texas,ID11,no,1,N
ID9382,21,27,No,94,773,4,0,1K,25,20-29,Female,1,2004,11,11 to 20,7000,150K - 300K,0,8382,1,9000,Personal,Dallas/Fort Worth TX,Texas,ID11,yes,1,N
ID9383,0,0,No,93,773,1,1,1K,85,80+,Male,1,2010,37,31 to 40,9000,150K - 300K,0,8383,1,7500,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9384,0,8,No,107,773,4,0,25K,49,40-49,Female,1,2010,42,41 to 50,7000,Less than 150K,1,8384,1,5000,Personal,Dallas/Fort Worth TX,Texas,ID6,yes,1,N
ID9385,0,5,No,89,701,3,0,1K,56,50-59,Female,1,2003,30,21 to 30,5000,Less than 150K,0,8385,1,4500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9386,0,0,No,93,773,2,0,1K,77,70-79,Female,1,2004,24,21 to 30,4000,Less than 150K,0,8386,1,2700,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9387,36,48,No,102,773,2,0,1K,40,40-49,Female,2,2010,6,1 to 10,10000,Less than 150K,0,8387,1,18000,Personal,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9388,,,Yes,,701,3,1,1K,33,30-39,Male,2,2003,29,21 to 30,36000,Less than 150K,3,8388,3,9000,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9389,0,1,No,97,773,4,0,10K,26,20-29,Male,1,2003,15,11 to 20,6000,300K+,0,8389,1,11500,Small Business,Dallas/Fort Worth TX,Texas,ID11,no,1,N
ID9390,0,0,No,96,773,4,0,1K,51,50-59,Female,1,2003,0,0,8000,300K+,0,8390,1,6500,Small Business,Dallas/Fort Worth TX,Texas,ID11,no,1,N
ID9391,14,26,No,103,701,2,1,1K,85,80+,Female,1,2010,24,21 to 30,9000,Less than 150K,0,8391,1,16500,Small Business,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9392,0,0,No,90,722,2,0,1K,79,70-79,Female,1,2006,26,21 to 30,2000,Less than 150K,0,8392,1,18000,Small Business,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9393,0,0,No,124,888,4,1,25K,25,20-29,Male,1,2008,14,11 to 20,1000,300K+,0,8393,1,9000,Corporate,Chicago IL,Illinois,ID9,no,1,N
ID9394,14,0,No,110,888,4,1,1K,49,40-49,Male,1,2007,32,31 to 40,20000,300K+,1,8394,1,1000,Personal,Chicago IL,Illinois,ID9,no,1,N
ID9395,5,9,No,104,888,4,1,1K,41,40-49,Male,2,2007,30,21 to 30,9000,300K+,0,8395,1,1500,Personal,Chicago IL,Illinois,ID6,yes,1,N
ID9396,1,0,No,112,888,4,1,1K,22,20-29,Male,2,2006,27,21 to 30,8000,300K+,0,8396,1,9000,Personal,Chicago IL,Illinois,ID6,no,1,N
ID9397,0,0,No,108,888,3,1,1K,17,0-19,Female,1,2003,4,1 to 10,1000,150K - 300K,1,8397,1,3700,Personal,Chicago IL,Illinois,ID19,no,1,N
ID9398,0,4,No,100,888,4,1,1K,26,20-29,Female,1,2006,24,21 to 30,49000,150K - 300K,2,8398,2,5000,Personal,Chicago IL,Illinois,ID19,no,1,N
ID9399,73,62,No,104,888,3,1,1K,26,20-29,Female,1,2004,29,21 to 30,23000,150K - 300K,1,8399,1,4500,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID9400,36,35,No,125,888,2,1,1K,66,60-69,Male,1,2005,30,21 to 30,6000,Less than 150K,0,8400,1,6000,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID9401,0,0,No,115,888,3,0,1K,60,60-69,Female,2,2005,23,21 to 30,8000,Less than 150K,0,8401,1,5000,Personal,Chicago IL,Illinois,ID9,no,1,N
ID9402,0,43,No,110,888,2,1,1K,42,40-49,Female,2,2005,24,21 to 30,33000,Less than 150K,2,8402,2,6000,Personal,Chicago IL,Illinois,ID6,yes,1,N
ID9403,,,Yes,,888,2,1,10K,25,20-29,Female,1,2007,13,11 to 20,53000,Less than 150K,1,8403,1,4000,Personal,Chicago IL,Illinois,ID6,no,1,N
ID9404,0,0,No,104,888,4,1,10K,46,40-49,Female,1,2007,18,11 to 20,10000,300K+,0,8404,1,6000,Small Business,Chicago IL,Illinois,ID6,no,1,N
ID9405,72,54,No,102,737,5,1,5K,56,50-59,Female,2,2011,13,11 to 20,3000,300K+,1,8405,1,6000,Corporate,Los Angeles CA,California,ID18,yes,1,N
ID9406,91,89,No,120,862,4,0,1K,30,30-39,Male,1,2011,22,21 to 30,2000,300K+,0,8406,1,3000,Corporate,Los Angeles CA,California,ID15,yes,1,N
ID9407,6,0,No,117,862,4,0,1K,55,50-59,Male,2,2008,31,31 to 40,6000,300K+,0,8407,1,2600,Corporate,Los Angeles CA,California,ID15,no,1,N
ID9408,23,24,No,110,862,4,1,1K,22,20-29,Male,1,2012,35,31 to 40,2000,300K+,0,8408,1,3500,Corporate,Los Angeles CA,California,ID15,yes,1,N
ID9409,171,167,No,118,862,3,0,25K,47,40-49,Male,2,2003,29,21 to 30,3000,300K+,1,8409,1,2000,Corporate,Los Angeles CA,California,ID11,yes,1,N
ID9410,70,85,No,121,862,4,1,1K,30,30-39,Male,1,2008,59,51 to 60,8000,300K+,0,8410,1,3000,Personal,Los Angeles CA,California,ID19,yes,1,N
ID9411,84,103,No,133,862,4,1,1K,62,60-69,Female,2,2006,17,11 to 20,5000,300K+,0,8411,1,5500,Personal,Los Angeles CA,California,ID19,yes,1,N
ID9412,48,39,No,111,862,4,0,1K,20,20-29,Male,1,2004,19,11 to 20,7000,300K+,1,8412,1,9000,Personal,Los Angeles CA,California,ID15,yes,1,N
ID9413,0,4,No,122,862,4,0,10K,36,30-39,Male,0,2012,5,1 to 10,7000,300K+,1,8413,1,3000,Personal,Los Angeles CA,California,ID15,no,1,N
ID9414,0,44,No,138,862,3,0,25K,52,50-59,Male,1,2006,19,11 to 20,10000,300K+,0,8414,1,3000,Personal,Los Angeles CA,California,ID7,yes,1,N
ID9415,0,0,No,119,862,4,1,1K,68,60-69,Female,1,2008,12,11 to 20,8000,300K+,0,8415,1,8500,Personal,Los Angeles CA,California,ID7,no,1,N
ID9416,0,0,No,121,862,4,1,25K,49,40-49,Female,1,2003,13,11 to 20,19000,300K+,1,8416,1,6500,Personal,Los Angeles CA,California,ID12,no,1,N
ID9417,9,25,No,116,862,4,0,25K,49,40-49,Female,1,2005,5,1 to 10,32000,300K+,2,8417,2,4000,Personal,Los Angeles CA,California,ID19,yes,1,N
ID9418,1,0,No,113,862,4,1,25K,53,50-59,Female,1,2004,6,1 to 10,9000,300K+,0,8418,1,0,Personal,Los Angeles CA,California,ID15,no,1,N
ID9419,29,44,No,118,862,2,1,1K,54,50-59,Female,2,2007,15,11 to 20,3000,300K+,0,8419,1,3000,Personal,Los Angeles CA,California,ID18,yes,1,N
ID9420,0,9,No,132,862,3,0,1K,15,0-19,Male,2,2007,4,1 to 10,3000,300K+,2,8420,2,3000,Personal,Los Angeles CA,California,ID18,yes,1,N
ID9421,1,0,No,124,862,2,0,1K,43,40-49,Male,1,2004,29,21 to 30,9000,300K+,0,8421,1,2000,Personal,Los Angeles CA,California,ID19,no,1,N
ID9422,0,0,No,120,862,3,0,1K,24,20-29,Female,1,2004,3,1 to 10,15000,300K+,3,8422,3,9000,Personal,Los Angeles CA,California,ID11,no,1,N
ID9423,129,140,No,123,862,3,1,1K,32,30-39,Female,1,2003,0,0,9000,300K+,0,8423,1,5000,Personal,Los Angeles CA,California,ID12,yes,1,N
ID9424,,,Yes,,862,3,1,10K,56,50-59,Male,1,2004,20,21 to 30,10000,300K+,1,8424,1,10500,Personal,Los Angeles CA,California,ID19,no,1,N
ID9425,0,3,No,128,862,4,0,1K,30,30-39,Female,1,2010,22,21 to 30,28000,300K+,5,8425,5,7500,Personal,Los Angeles CA,California,ID7,no,1,N
ID9426,0,0,No,117,862,4,1,10K,49,40-49,Female,1,2012,42,41 to 50,1000,300K+,1,8426,1,9000,Personal,Los Angeles CA,California,ID15,no,1,N
ID9427,,,Yes,,862,4,0,1K,62,60-69,Female,1,2009,39,31 to 40,5000,300K+,0,8427,1,9000,Personal,Los Angeles CA,California,ID12,no,1,N
ID9428,5,0,No,99,737,4,0,1K,41,40-49,Female,1,2010,5,1 to 10,21000,300K+,2,8428,2,4500,Personal,Los Angeles CA,California,ID18,no,1,N
ID9429,10,0,No,109,862,4,1,1K,38,30-39,Female,1,2006,39,31 to 40,13000,150K - 300K,2,8429,2,5000,Personal,Los Angeles CA,California,ID11,no,1,N
ID9430,0,1,No,117,862,4,1,25K,26,20-29,Male,2,2004,25,21 to 30,10000,150K - 300K,1,8430,1,10500,Personal,Los Angeles CA,California,ID15,no,1,N
ID9431,3,8,No,130,862,3,1,1K,17,0-19,Female,2,2003,27,21 to 30,6000,150K - 300K,1,8431,1,0,Personal,Los Angeles CA,California,ID15,yes,1,N
ID9432,0,17,No,111,862,3,1,1K,17,0-19,Male,3,2003,20,11 to 20,7000,150K - 300K,1,8432,1,7500,Personal,Los Angeles CA,California,ID11,yes,1,N
ID9433,72,89,No,141,862,3,1,25K,53,50-59,Male,1,2005,21,21 to 30,5000,Less than 150K,0,8433,1,1500,Personal,Los Angeles CA,California,ID15,yes,1,N
ID9434,0,0,No,108,862,2,0,1K,50,50-59,Male,1,2007,40,31 to 40,2000,Less than 150K,0,8434,1,9000,Personal,Los Angeles CA,California,ID7,no,1,N
ID9435,42,43,No,122,862,3,0,25K,39,30-39,Female,2,2012,27,21 to 30,8000,Less than 150K,2,8435,2,15000,Personal,Los Angeles CA,California,ID18,yes,1,N
ID8231,0,0,No,26,135,4,0,1K,34,30-39,Female,1,2011,13,11 to 20,7000,150K - 300K,2,7231,2,2000,Personal,Champaign/Urbana IL,Illinois,ID19,no,1,N
ID8232,77,68,No,29,139,4,1,5K,43,40-49,Female,1,2005,1,1 to 10,21000,150K - 300K,2,7232,2,3000,Personal,Moline IL,Illinois,ID8,yes,1,N
ID8233,35,35,No,25,135,4,1,25K,48,40-49,Female,1,2009,25,21 to 30,9000,150K - 300K,1,7233,1,7500,Personal,Champaign/Urbana IL,Illinois,ID15,yes,1,N
ID8234,42,55,No,31,135,3,0,1K,43,40-49,Female,1,2008,47,41 to 50,23000,150K - 300K,1,7234,1,7000,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID8235,0,0,No,29,139,4,0,5K,35,30-39,Male,1,2005,15,11 to 20,2000,150K - 300K,0,7235,1,6500,Personal,Moline IL,Illinois,ID15,no,1,N
ID8236,2,0,No,33,135,4,1,1K,55,50-59,Male,2,2011,17,11 to 20,5000,150K - 300K,0,7236,1,0,Personal,Chicago IL,Illinois,ID17,no,1,N
ID8237,0,0,No,23,116,4,0,1K,38,30-39,Female,1,2003,0,0,9000,150K - 300K,2,7237,2,9000,Personal,Bloomington/Normal IL,Illinois,ID16,no,1,N
ID8238,0,0,No,27,139,1,0,1K,27,20-29,Female,1,2012,15,11 to 20,22000,150K - 300K,2,7238,2,10500,Personal,Chicago IL,Illinois,ID7,no,1,N
ID8239,,,Yes,,135,4,1,25K,30,30-39,Female,2,2008,34,31 to 40,2000,150K - 300K,1,7239,1,12000,Personal,Chicago IL,Illinois,ID8,no,1,N
ID8240,180,178,No,26,135,3,1,1K,53,50-59,Female,1,2003,25,21 to 30,6000,150K - 300K,0,7240,1,12000,Personal,Champaign/Urbana IL,Illinois,ID20,yes,1,N
ID8241,0,0,No,26,139,4,0,1K,47,40-49,Female,2,2009,39,31 to 40,8000,150K - 300K,0,7241,1,1500,Personal,Moline IL,Illinois,ID19,no,1,N
ID8242,,,Yes,,139,4,0,1K,33,30-39,Female,1,2009,0,0,38000,150K - 300K,3,7242,3,3000,Personal,Moline IL,Illinois,ID19,no,1,N
ID8243,,,Yes,,116,4,1,1K,48,40-49,Male,2,2008,13,11 to 20,10000,150K - 300K,0,7243,1,0,Personal,Chicago IL,Illinois,ID18,no,1,N
ID8244,34,33,No,32,139,3,0,1K,37,30-39,Male,1,2003,24,21 to 30,10000,150K - 300K,0,7244,1,2000,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID8245,0,0,No,30,139,4,0,1K,42,40-49,Male,0,2004,0,0,1000,150K - 300K,1,7245,1,4500,Personal,Chicago IL,Illinois,ID16,no,1,N
ID8246,30,26,No,26,135,4,1,1K,42,40-49,Female,1,2004,1,1 to 10,24000,Less than 150K,2,7246,2,13500,Personal,Champaign/Urbana IL,Illinois,ID15,yes,1,N
ID8247,0,0,No,39,135,2,1,1K,63,60-69,Female,1,2004,43,41 to 50,10000,Less than 150K,0,7247,1,6000,Personal,Chicago IL,Illinois,ID17,no,1,N
ID8248,0,0,No,25,135,4,0,25K,80,80+,Male,1,2012,43,41 to 50,10000,Less than 150K,0,7248,1,12000,Personal,Champaign/Urbana IL,Illinois,ID16,no,1,N
ID8249,2,65,No,40,135,2,1,1K,64,60-69,Male,1,2010,45,41 to 50,3000,Less than 150K,0,7249,1,12000,Personal,Chicago IL,Illinois,ID9,yes,1,N
ID8250,15,12,No,25,135,3,1,25K,40,40-49,Female,2,2006,27,21 to 30,9000,Less than 150K,3,7250,3,3000,Personal,Champaign/Urbana IL,Illinois,ID20,yes,1,N
ID8251,0,0,No,21,116,3,1,1K,71,70-79,Male,1,2009,51,51 to 60,5000,Less than 150K,0,7251,1,4500,Personal,Bloomington/Normal IL,Illinois,ID16,no,1,N
